"time"	"choice"	"pair"	"task"	"rater"	"IDl"	"IDr"	"sex"	"ratingl"	"ratingr"	"heightl"	"heightr"	"weightl"	"weightr"	"agel"	"ager"	"heightsl"	"heightsr"	"weightsl"	"weightsr"	"agesl"	"agesr"
3.403	"Elijak78"	"Elijak78|Jankov90"	"body.form"	"R00189"	"Elijak78"	"Jankov90"	"F"	5.29	3.79	175.7	173	78.6	71.4	37	26	-0.596804205902026	-0.988124826609506	-0.263738447955899	-0.907196709535047	1.76635978971937	-0.109923677900991
2.375	"Maljan91"	"Maljan91|Tanske91"	"body.form"	"R00189"	"Maljan91"	"Tanske91"	"F"	6.06	4.65	179	178.2	83	84.7	24	24	-0.118523447259548	-0.234470297839544	0.12948604523136	0.281413690326437	-0.451066126559239	-0.451066126559239
1.386	"Holvac92"	"Svajak84|Holvac92"	"body.form"	"R00189"	"Svajak84"	"Holvac92"	"F"	3.09	5.41	179.4	184.3	68.7	84.4	31	23	-0.0605500219695497	0.649624437832917	-1.14849355762723	0.254602929427306	0.742932443744628	-0.621637350888362
1.599	"Kuzmat95"	"Salpav84|Kuzmat95"	"body.form"	"R00189"	"Salpav84"	"Kuzmat95"	"F"	3.23	5	187.2	175	88.3	85.1	32	20	1.06993177118539	-0.69825770015952	0.603142821116011	0.317161371525278	0.913503668073752	-1.13335102387573
5.956	"Smimar96"	"Smimar96|Zamdan92"	"body.form"	"R00190"	"Smimar96"	"Zamdan92"	"F"	4.46	3	180.5	175	77.2	68	21	23	0.0988768975779417	-0.69825770015952	-0.388855332151844	-1.2110519997252	-0.96277979954661	-0.621637350888362
2.384	"Jankov90"	"Balond96|Jankov90"	"body.form"	"R00190"	"Balond96"	"Jankov90"	"F"	1.99	3.79	180.8	173	73.5	71.4	20	26	0.142356966545441	-0.988124826609506	-0.719521383241129	-0.907196709535047	-1.13335102387573	-0.109923677900991
2.83	"Kuzmat95"	"Kuzmat95|Jurmar88"	"body.form"	"R00190"	"Kuzmat95"	"Jurmar88"	"F"	5	2.75	175	164.7	85.1	60.6	20	28	-0.69825770015952	-2.19107340137695	0.317161371525278	-1.87238410190377	-1.13335102387573	0.231218770757256
1.958	"Peltom81"	"Peltom81|Jankov90"	"body.form"	"R00190"	"Peltom81"	"Jankov90"	"F"	5.61	3.79	186	173	98.8	71.4	35	26	0.896011495315403	-0.988124826609506	1.5415194525856	-0.907196709535047	1.42521734106112	-0.109923677900991
2.651	"Lehpet88"	"Hnukar88|Lehpet88"	"body.form"	"R00190"	"Hnukar88"	"Lehpet88"	"F"	3.34	4.45	178.4	176.4	70.6	74.8	28	29	-0.205483585194543	-0.495350711644529	-0.978692071932731	-0.603341419344894	0.231218770757256	0.40178999508638
5.358	"Hnukar88"	"Tanske91|Hnukar88"	"body.form"	"R00190"	"Tanske91"	"Hnukar88"	"F"	4.65	3.34	178.2	178.4	84.7	70.6	24	28	-0.234470297839544	-0.205483585194543	0.281413690326437	-0.978692071932731	-0.451066126559239	0.231218770757256
3.703	"Lehpet88"	"Lehpet88|Zamdan92"	"body.form"	"R00190"	"Lehpet88"	"Zamdan92"	"F"	4.45	3	176.4	175	74.8	68	29	23	-0.495350711644529	-0.69825770015952	-0.603341419344894	-1.2110519997252	0.40178999508638	-0.621637350888362
2.273	"Balatt81"	"Hormic89|Balatt81"	"body.form"	"R00190"	"Hormic89"	"Balatt81"	"F"	3.45	5.59	172	172.4	73.6	81.1	27	34	-1.1330583898345	-1.0750849645445	-0.710584462941419	-0.0403154404631386	0.0606475464281327	1.254646116732
2.694	"Tanske91"	"Tanske91|Dvodav92"	"body.form"	"R00190"	"Tanske91"	"Dvodav92"	"F"	4.65	5.08	178.2	167.7	84.7	65.5	24	24	-0.234470297839544	-1.75627271170197	0.281413690326437	-1.43447500721796	-0.451066126559239	-0.451066126559239
3.674	"Podjak84"	"Podjak84|Beljak94"	"body.form"	"R00190"	"Podjak84"	"Beljak94"	"F"	4.5	3.54	185.9	190.5	79.4	86.7	31	22	0.881518138992905	1.54821252982787	-0.192243085558215	0.460152096320645	0.742932443744628	-0.792208575217486
1.844	"Miljir90"	"Hormic89|Miljir90"	"body.form"	"R00190"	"Hormic89"	"Miljir90"	"F"	3.45	5.41	172	177.8	73.6	79.2	27	27	-1.1330583898345	-0.292443723129538	-0.710584462941419	-0.210116926157636	0.0606475464281327	0.0606475464281327
2.906	"Hravoj97"	"jakkre91|Hravoj97"	"body.form"	"R00190"	"jakkre91"	"Hravoj97"	"F"	3.59	4.97	187.7	177.1	108.6	80.1	25	19	1.14239855279789	-0.393897217387035	2.41733764195722	-0.129684643460243	-0.280494902230115	-1.30392224820486
5.448	"Schvac86"	"Schvac86|Bormir82"	"body.form"	"R00190"	"Schvac86"	"Bormir82"	"F"	3.81	3.25	187.6	192.2	74.7	85.7	29	33	1.12790519647539	1.79459958731036	-0.612278339644604	0.370782893323541	0.40178999508638	1.08407489240288
4.04	"janbal79"	"janbal79|Podjak84"	"body.form"	"R00190"	"janbal79"	"Podjak84"	"F"	4.65	4.5	187.7	185.9	93.1	79.4	37	31	1.14239855279789	0.881518138992905	1.03211499550211	-0.192243085558215	1.76635978971937	0.742932443744628
3.151	"Holvac92"	"Holvac92|Jankov90"	"body.form"	"R00190"	"Holvac92"	"Jankov90"	"F"	5.41	3.79	184.3	173	84.4	71.4	23	26	0.649624437832917	-0.988124826609506	0.254602929427306	-0.907196709535047	-0.621637350888362	-0.109923677900991
1.957	"Kuzmat95"	"Svajak84|Kuzmat95"	"body.form"	"R00190"	"Svajak84"	"Kuzmat95"	"F"	3.09	5	179.4	175	68.7	85.1	31	20	-0.0605500219695497	-0.69825770015952	-1.14849355762723	0.317161371525278	0.742932443744628	-1.13335102387573
2.808	"Elijak78"	"Salpav84|Elijak78"	"body.form"	"R00190"	"Salpav84"	"Elijak78"	"F"	3.23	5.29	187.2	175.7	88.3	78.6	32	37	1.06993177118539	-0.596804205902026	0.603142821116011	-0.263738447955899	0.913503668073752	1.76635978971937
2.289	"Kuzmat95"	"Kuzmat95|stanik99"	"body.form"	"R00190"	"Kuzmat95"	"stanik99"	"F"	5	4.9	175	174	85.1	92.3	20	18	-0.69825770015952	-0.843191263384513	0.317161371525278	0.960619633104427	-1.13335102387573	-1.47449347253398
2.193	"Ondpet80"	"Ondpet80|Slojan94"	"body.form"	"R00190"	"Ondpet80"	"Slojan94"	"F"	5.03	4.9	183.4	178	98.7	76.9	36	22	0.519184230930422	-0.263457010484541	1.53258253228589	-0.415666093050975	1.59578856539025	-0.792208575217486
1.662	"Kuzmat95"	"Kuzmat95|Trlmar94"	"body.form"	"R00190"	"Kuzmat95"	"Trlmar94"	"F"	5	4.99	175	183.5	85.1	85.2	20	22	-0.69825770015952	0.533677587252921	0.317161371525278	0.326098291824989	-1.13335102387573	-0.792208575217486
2.492	"Smimar96"	"Salpav84|Smimar96"	"body.form"	"R00190"	"Salpav84"	"Smimar96"	"F"	3.23	4.46	187.2	180.5	88.3	77.2	32	21	1.06993177118539	0.0988768975779417	0.603142821116011	-0.388855332151844	0.913503668073752	-0.96277979954661
1.376	"Miljir90"	"Kvatom96|Miljir90"	"body.form"	"R00190"	"Kvatom96"	"Miljir90"	"F"	4.33	5.41	171.4	177.8	71.5	79.2	19	27	-1.22001852776949	-0.292443723129538	-0.898259789235337	-0.210116926157636	-1.30392224820486	0.0606475464281327
1.716	"Salpav84"	"Salpav84|Staond81"	"body.form"	"R00190"	"Salpav84"	"Staond81"	"F"	3.23	4.13	187.2	175.3	88.3	84	32	35	1.06993177118539	-0.65477763119202	0.603142821116011	0.218855248228464	0.913503668073752	1.42521734106112
1.734	"Vavit89"	"Vavit89|Holvac92"	"body.form"	"R00190"	"Vavit89"	"Holvac92"	"F"	5.49	5.41	177.5	184.3	78.9	84.4	26	23	-0.335923792097037	0.649624437832917	-0.236927687056767	0.254602929427306	-0.109923677900991	-0.621637350888362
1.518	"Miljir90"	"Miljir90|stanik99"	"body.form"	"R00190"	"Miljir90"	"stanik99"	"F"	5.41	4.9	177.8	174	79.2	92.3	27	18	-0.292443723129538	-0.843191263384513	-0.210116926157636	0.960619633104427	0.0606475464281327	-1.47449347253398
1.331	"Maljan91"	"Beljak94|Maljan91"	"body.form"	"R00190"	"Beljak94"	"Maljan91"	"F"	3.54	6.06	190.5	179	86.7	83	22	24	1.54821252982787	-0.118523447259548	0.460152096320645	0.12948604523136	-0.792208575217486	-0.451066126559239
1.582	"Peltom81"	"jakkre91|Peltom81"	"body.form"	"R00190"	"jakkre91"	"Peltom81"	"F"	3.59	5.61	187.7	186	108.6	98.8	25	35	1.14239855279789	0.896011495315403	2.41733764195722	1.5415194525856	-0.280494902230115	1.42521734106112
1.912	"Holvac92"	"Holvac92|Hormic89"	"body.form"	"R00190"	"Holvac92"	"Hormic89"	"F"	5.41	3.45	184.3	172	84.4	73.6	23	27	0.649624437832917	-1.1330583898345	0.254602929427306	-0.710584462941419	-0.621637350888362	0.0606475464281327
2.55	"Tanske91"	"Tanske91|Lehpet88"	"body.form"	"R00190"	"Tanske91"	"Lehpet88"	"F"	4.65	4.45	178.2	176.4	84.7	74.8	24	29	-0.234470297839544	-0.495350711644529	0.281413690326437	-0.603341419344894	-0.451066126559239	0.40178999508638
1.719	"Kovjan85"	"Kovjan85|Zamdan92"	"body.form"	"R00190"	"Kovjan85"	"Zamdan92"	"F"	4.51	3	173.6	175	92	68	32	23	-0.901164688674511	-0.69825770015952	0.933808872205296	-1.2110519997252	0.913503668073752	-0.621637350888362
14.536	"janbal79"	"Jurmar88|janbal79"	"body.form"	"R00193"	"Jurmar88"	"janbal79"	"F"	2.75	4.65	164.7	187.7	60.6	93.1	28	37	-2.19107340137695	1.14239855279789	-1.87238410190377	1.03211499550211	0.231218770757256	1.76635978971937
5.903	"stanik99"	"stanik99|Dvodav92"	"body.form"	"R00193"	"stanik99"	"Dvodav92"	"F"	4.9	5.08	174	167.7	92.3	65.5	18	24	-0.843191263384513	-1.75627271170197	0.960619633104427	-1.43447500721796	-1.47449347253398	-0.451066126559239
4.159	"Vavit89"	"Balond96|Vavit89"	"body.form"	"R00193"	"Balond96"	"Vavit89"	"F"	1.99	5.49	180.8	177.5	73.5	78.9	20	26	0.142356966545441	-0.335923792097037	-0.719521383241129	-0.236927687056767	-1.13335102387573	-0.109923677900991
10.158	"Vavit89"	"Elijak78|Vavit89"	"body.form"	"R00193"	"Elijak78"	"Vavit89"	"F"	5.29	5.49	175.7	177.5	78.6	78.9	37	26	-0.596804205902026	-0.335923792097037	-0.263738447955899	-0.236927687056767	1.76635978971937	-0.109923677900991
3.94	"Trlmar94"	"Trlmar94|Svajak84"	"body.form"	"R00193"	"Trlmar94"	"Svajak84"	"F"	4.99	3.09	183.5	179.4	85.2	68.7	22	31	0.533677587252921	-0.0605500219695497	0.326098291824989	-1.14849355762723	-0.792208575217486	0.742932443744628
6.775	"Schvac86"	"Schvac86|Mibdav96"	"body.form"	"R00193"	"Schvac86"	"Mibdav96"	"F"	3.81	4.56	187.6	172	74.7	65.6	29	20	1.12790519647539	-1.1330583898345	-0.612278339644604	-1.42553808691825	0.40178999508638	-1.13335102387573
1.914	"Smimar96"	"Mibdav96|Smimar96"	"body.form"	"R00193"	"Mibdav96"	"Smimar96"	"F"	4.56	4.46	172	180.5	65.6	77.2	20	21	-1.1330583898345	0.0988768975779417	-1.42553808691825	-0.388855332151844	-1.13335102387573	-0.96277979954661
2.028	"janbal79"	"janbal79|Durmic90"	"body.form"	"R00193"	"janbal79"	"Durmic90"	"F"	4.65	3.15	187.7	173.7	93.1	71.9	37	25	1.14239855279789	-0.886671332352012	1.03211499550211	-0.862512108036495	1.76635978971937	-0.280494902230115
1.345	"Maljan91"	"Salpav84|Maljan91"	"body.form"	"R00193"	"Salpav84"	"Maljan91"	"F"	3.23	6.06	187.2	179	88.3	83	32	24	1.06993177118539	-0.118523447259548	0.603142821116011	0.12948604523136	0.913503668073752	-0.451066126559239
6.738	"stanik99"	"stanik99|Kuzmat95"	"body.form"	"R00193"	"stanik99"	"Kuzmat95"	"F"	4.9	5	174	175	92.3	85.1	18	20	-0.843191263384513	-0.69825770015952	0.960619633104427	0.317161371525278	-1.47449347253398	-1.13335102387573
2.906	"Mibdav96"	"Durmic90|Mibdav96"	"body.form"	"R00193"	"Durmic90"	"Mibdav96"	"F"	3.15	4.56	173.7	172	71.9	65.6	25	20	-0.886671332352012	-1.1330583898345	-0.862512108036495	-1.42553808691825	-0.280494902230115	-1.13335102387573
6.093	"Maljan91"	"Maljan91|Elijak78"	"body.form"	"R00193"	"Maljan91"	"Elijak78"	"F"	6.06	5.29	179	175.7	83	78.6	24	37	-0.118523447259548	-0.596804205902026	0.12948604523136	-0.263738447955899	-0.451066126559239	1.76635978971937
17.035	"Jurmar88"	"Durmic90|Jurmar88"	"body.form"	"R00193"	"Durmic90"	"Jurmar88"	"F"	3.15	2.75	173.7	164.7	71.9	60.6	25	28	-0.886671332352012	-2.19107340137695	-0.862512108036495	-1.87238410190377	-0.280494902230115	0.231218770757256
2.814	"Durmic90"	"Svoale85|Durmic90"	"body.form"	"R00193"	"Svoale85"	"Durmic90"	"F"	2.91	3.15	170.9	173.7	67.9	71.9	31	25	-1.29248530938199	-0.886671332352012	-1.21998892002491	-0.862512108036495	0.742932443744628	-0.280494902230115
3.009	"Peltom81"	"Peltom81|Dusrad95"	"body.form"	"R00193"	"Peltom81"	"Dusrad95"	"F"	5.61	3.02	186	187.9	98.8	75.8	35	21	0.896011495315403	1.17138526544289	1.5415194525856	-0.51397221634779	1.42521734106112	-0.96277979954661
1.513	"Lejtom94"	"Lejtom94|Zamdan92"	"body.form"	"R00193"	"Lejtom94"	"Zamdan92"	"F"	4.4	3	183	175	86.6	68	21	23	0.461210805640424	-0.69825770015952	0.451215176020934	-1.2110519997252	-0.96277979954661	-0.621637350888362
7.89	"Cesdan78"	"Miljir90|Cesdan78"	"body.form"	"R00193"	"Miljir90"	"Cesdan78"	"F"	5.41	5.97	177.8	183.3	79.2	94.8	27	38	-0.292443723129538	0.504690874607924	-0.210116926157636	1.18404264059719	0.0606475464281327	1.93693101404849
2.905	"Hudjan95"	"Dvodav92|Hudjan95"	"body.form"	"R00193"	"Dvodav92"	"Hudjan95"	"F"	5.08	5.5	167.7	175.7	65.5	76.2	24	21	-1.75627271170197	-0.596804205902026	-1.43447500721796	-0.478224535148948	-0.451066126559239	-0.96277979954661
1.247	"Podjak84"	"Hormic89|Podjak84"	"body.form"	"R00193"	"Hormic89"	"Podjak84"	"F"	3.45	4.5	172	185.9	73.6	79.4	27	31	-1.1330583898345	0.881518138992905	-0.710584462941419	-0.192243085558215	0.0606475464281327	0.742932443744628
4.88	"Staond81"	"Staond81|Kvatom96"	"body.form"	"R00193"	"Staond81"	"Kvatom96"	"F"	4.13	4.33	175.3	171.4	84	71.5	35	19	-0.65477763119202	-1.22001852776949	0.218855248228464	-0.898259789235337	1.42521734106112	-1.30392224820486
1.689	"Ondpet80"	"Hormic89|Ondpet80"	"body.form"	"R00193"	"Hormic89"	"Ondpet80"	"F"	3.45	5.03	172	183.4	73.6	98.7	27	36	-1.1330583898345	0.519184230930422	-0.710584462941419	1.53258253228589	0.0606475464281327	1.59578856539025
4.358	"janbal79"	"Mibdav96|janbal79"	"body.form"	"R00193"	"Mibdav96"	"janbal79"	"F"	4.56	4.65	172	187.7	65.6	93.1	20	37	-1.1330583898345	1.14239855279789	-1.42553808691825	1.03211499550211	-1.13335102387573	1.76635978971937
4.899	"Trlmar94"	"Trlmar94|Lehpet88"	"body.form"	"R00193"	"Trlmar94"	"Lehpet88"	"F"	4.99	4.45	183.5	176.4	85.2	74.8	22	29	0.533677587252921	-0.495350711644529	0.326098291824989	-0.603341419344894	-0.792208575217486	0.40178999508638
2.916	"Holzde94"	"Fajjan99|Holzde94"	"body.form"	"R00193"	"Fajjan99"	"Holzde94"	"F"	2.86	2.35	186.2	193.4	78.5	96.2	18	22	0.9249982079604	1.96851986318035	-0.272675368255609	1.30915952479313	-1.47449347253398	-0.792208575217486
51.826	"Kovjan85"	"Podjak84|Kovjan85"	"body.form"	"R00193"	"Podjak84"	"Kovjan85"	"F"	4.5	4.51	185.9	173.6	79.4	92	31	32	0.881518138992905	-0.901164688674511	-0.192243085558215	0.933808872205296	0.742932443744628	0.913503668073752
4.555	"Holvac92"	"Durmic90|Holvac92"	"body.form"	"R00193"	"Durmic90"	"Holvac92"	"F"	3.15	5.41	173.7	184.3	71.9	84.4	25	23	-0.886671332352012	0.649624437832917	-0.862512108036495	0.254602929427306	-0.280494902230115	-0.621637350888362
6.457	"Vavit89"	"Vavit89|Kovjan85"	"body.form"	"R00193"	"Vavit89"	"Kovjan85"	"F"	5.49	4.51	177.5	173.6	78.9	92	26	32	-0.335923792097037	-0.901164688674511	-0.236927687056767	0.933808872205296	-0.109923677900991	0.913503668073752
2.077	"janbal79"	"Podjak84|janbal79"	"body.form"	"R00193"	"Podjak84"	"janbal79"	"F"	4.5	4.65	185.9	187.7	79.4	93.1	31	37	0.881518138992905	1.14239855279789	-0.192243085558215	1.03211499550211	0.742932443744628	1.76635978971937
6.489	"Kvatom96"	"Kvatom96|Bormir82"	"body.form"	"R00193"	"Kvatom96"	"Bormir82"	"F"	4.33	3.25	171.4	192.2	71.5	85.7	19	33	-1.22001852776949	1.79459958731036	-0.898259789235337	0.370782893323541	-1.30392224820486	1.08407489240288
5.366	"Vavit89"	"Hudjan95|Vavit89"	"body.form"	"R00193"	"Hudjan95"	"Vavit89"	"F"	5.5	5.49	175.7	177.5	76.2	78.9	21	26	-0.596804205902026	-0.335923792097037	-0.478224535148948	-0.236927687056767	-0.96277979954661	-0.109923677900991
1.708	"Kuzmat95"	"Kuzmat95|Kvatom96"	"body.form"	"R00194"	"Kuzmat95"	"Kvatom96"	"F"	5	4.33	175	171.4	85.1	71.5	20	19	-0.69825770015952	-1.22001852776949	0.317161371525278	-0.898259789235337	-1.13335102387573	-1.30392224820486
2.801	"Cesdan78"	"Cesdan78|Hormic89"	"body.form"	"R00194"	"Cesdan78"	"Hormic89"	"F"	5.97	3.45	183.3	172	94.8	73.6	38	27	0.504690874607924	-1.1330583898345	1.18404264059719	-0.710584462941419	1.93693101404849	0.0606475464281327
4.292	"Jankov90"	"Jankov90|Zamdan92"	"body.form"	"R00194"	"Jankov90"	"Zamdan92"	"F"	3.79	3	173	175	71.4	68	26	23	-0.988124826609506	-0.69825770015952	-0.907196709535047	-1.2110519997252	-0.109923677900991	-0.621637350888362
2.202	"Ondpet80"	"Ondpet80|Staond81"	"body.form"	"R00194"	"Ondpet80"	"Staond81"	"F"	5.03	4.13	183.4	175.3	98.7	84	36	35	0.519184230930422	-0.65477763119202	1.53258253228589	0.218855248228464	1.59578856539025	1.42521734106112
2.456	"Elijak78"	"Elijak78|Dvodav92"	"body.form"	"R00194"	"Elijak78"	"Dvodav92"	"F"	5.29	5.08	175.7	167.7	78.6	65.5	37	24	-0.596804205902026	-1.75627271170197	-0.263738447955899	-1.43447500721796	1.76635978971937	-0.451066126559239
4.1	"Fajjan99"	"Fajjan99|Dusrad95"	"body.form"	"R00194"	"Fajjan99"	"Dusrad95"	"F"	2.86	3.02	186.2	187.9	78.5	75.8	18	21	0.9249982079604	1.17138526544289	-0.272675368255609	-0.51397221634779	-1.47449347253398	-0.96277979954661
1.701	"Hravoj97"	"Hravoj97|Vavit89"	"body.form"	"R00194"	"Hravoj97"	"Vavit89"	"F"	4.97	5.49	177.1	177.5	80.1	78.9	19	26	-0.393897217387035	-0.335923792097037	-0.129684643460243	-0.236927687056767	-1.30392224820486	-0.109923677900991
3.801	"Knaada85"	"Knaada85|jakkre91"	"body.form"	"R00194"	"Knaada85"	"jakkre91"	"F"	4.21	3.59	190.3	187.7	89	108.6	30	25	1.51922581718287	1.14239855279789	0.665701263213984	2.41733764195722	0.572361219415504	-0.280494902230115
1.701	"Ledzde83"	"Ledzde83|Beljak94"	"body.form"	"R00194"	"Ledzde83"	"Beljak94"	"F"	6.49	3.54	186.5	190.5	112.4	86.7	33	22	0.9684782769279	1.54821252982787	2.75694061334622	0.460152096320645	1.08407489240288	-0.792208575217486
1.9	"Dvodav92"	"Durmic90|Dvodav92"	"body.form"	"R00194"	"Durmic90"	"Dvodav92"	"F"	3.15	5.08	173.7	167.7	71.9	65.5	25	24	-0.886671332352012	-1.75627271170197	-0.862512108036495	-1.43447500721796	-0.280494902230115	-0.451066126559239
2.354	"Podjak84"	"Dvodav92|Podjak84"	"body.form"	"R00194"	"Dvodav92"	"Podjak84"	"F"	5.08	4.5	167.7	185.9	65.5	79.4	24	31	-1.75627271170197	0.881518138992905	-1.43447500721796	-0.192243085558215	-0.451066126559239	0.742932443744628
1.964	"Hudjan95"	"Jurmar88|Hudjan95"	"body.form"	"R00194"	"Jurmar88"	"Hudjan95"	"F"	2.75	5.5	164.7	175.7	60.6	76.2	28	21	-2.19107340137695	-0.596804205902026	-1.87238410190377	-0.478224535148948	0.231218770757256	-0.96277979954661
2.954	"Knaada85"	"Holzde94|Knaada85"	"body.form"	"R00194"	"Holzde94"	"Knaada85"	"F"	2.35	4.21	193.4	190.3	96.2	89	22	30	1.96851986318035	1.51922581718287	1.30915952479313	0.665701263213984	-0.792208575217486	0.572361219415504
3.102	"Tanske91"	"Hnukar88|Tanske91"	"body.form"	"R00194"	"Hnukar88"	"Tanske91"	"F"	3.34	4.65	178.4	178.2	70.6	84.7	28	24	-0.205483585194543	-0.234470297839544	-0.978692071932731	0.281413690326437	0.231218770757256	-0.451066126559239
3.414	"Cesdan78"	"Podjak84|Cesdan78"	"body.form"	"R00194"	"Podjak84"	"Cesdan78"	"F"	4.5	5.97	185.9	183.3	79.4	94.8	31	38	0.881518138992905	0.504690874607924	-0.192243085558215	1.18404264059719	0.742932443744628	1.93693101404849
5.287	"Balatt81"	"Slojan94|Balatt81"	"body.form"	"R00194"	"Slojan94"	"Balatt81"	"F"	4.9	5.59	178	172.4	76.9	81.1	22	34	-0.263457010484541	-1.0750849645445	-0.415666093050975	-0.0403154404631386	-0.792208575217486	1.254646116732
3.146	"Bormir82"	"Bormir82|Dusrad95"	"body.form"	"R00194"	"Bormir82"	"Dusrad95"	"F"	3.25	3.02	192.2	187.9	85.7	75.8	33	21	1.79459958731036	1.17138526544289	0.370782893323541	-0.51397221634779	1.08407489240288	-0.96277979954661
2.756	"Slojan94"	"Slojan94|Hormic89"	"body.form"	"R00194"	"Slojan94"	"Hormic89"	"F"	4.9	3.45	178	172	76.9	73.6	22	27	-0.263457010484541	-1.1330583898345	-0.415666093050975	-0.710584462941419	-0.792208575217486	0.0606475464281327
0.979	"Elijak78"	"Elijak78|Mibdav96"	"body.form"	"R00194"	"Elijak78"	"Mibdav96"	"F"	5.29	4.56	175.7	172	78.6	65.6	37	20	-0.596804205902026	-1.1330583898345	-0.263738447955899	-1.42553808691825	1.76635978971937	-1.13335102387573
1.202	"Elijak78"	"Balond96|Elijak78"	"body.form"	"R00194"	"Balond96"	"Elijak78"	"F"	1.99	5.29	180.8	175.7	73.5	78.6	20	37	0.142356966545441	-0.596804205902026	-0.719521383241129	-0.263738447955899	-1.13335102387573	1.76635978971937
3.143	"Staond81"	"Beljak94|Staond81"	"body.form"	"R00194"	"Beljak94"	"Staond81"	"F"	3.54	4.13	190.5	175.3	86.7	84	22	35	1.54821252982787	-0.65477763119202	0.460152096320645	0.218855248228464	-0.792208575217486	1.42521734106112
2.101	"Kuzmat95"	"Kuzmat95|Svajak84"	"body.form"	"R00194"	"Kuzmat95"	"Svajak84"	"F"	5	3.09	175	179.4	85.1	68.7	20	31	-0.69825770015952	-0.0605500219695497	0.317161371525278	-1.14849355762723	-1.13335102387573	0.742932443744628
0.901	"Ledzde83"	"Svoale85|Ledzde83"	"body.form"	"R00194"	"Svoale85"	"Ledzde83"	"F"	2.91	6.49	170.9	186.5	67.9	112.4	31	33	-1.29248530938199	0.9684782769279	-1.21998892002491	2.75694061334622	0.742932443744628	1.08407489240288
0.901	"Peltom81"	"Peltom81|Trlmar94"	"body.form"	"R00194"	"Peltom81"	"Trlmar94"	"F"	5.61	4.99	186	183.5	98.8	85.2	35	22	0.896011495315403	0.533677587252921	1.5415194525856	0.326098291824989	1.42521734106112	-0.792208575217486
2.001	"Zamdan92"	"Zamdan92|Jurmar88"	"body.form"	"R00194"	"Zamdan92"	"Jurmar88"	"F"	3	2.75	175	164.7	68	60.6	23	28	-0.69825770015952	-2.19107340137695	-1.2110519997252	-1.87238410190377	-0.621637350888362	0.231218770757256
0.801	"Lehpet88"	"Hnukar88|Lehpet88"	"body.form"	"R00194"	"Hnukar88"	"Lehpet88"	"F"	3.34	4.45	178.4	176.4	70.6	74.8	28	29	-0.205483585194543	-0.495350711644529	-0.978692071932731	-0.603341419344894	0.231218770757256	0.40178999508638
1.302	"Smimar96"	"Smimar96|Fajjan99"	"body.form"	"R00194"	"Smimar96"	"Fajjan99"	"F"	4.46	2.86	180.5	186.2	77.2	78.5	21	18	0.0988768975779417	0.9249982079604	-0.388855332151844	-0.272675368255609	-0.96277979954661	-1.47449347253398
1.192	"Bormir82"	"Kvatom96|Bormir82"	"body.form"	"R00194"	"Kvatom96"	"Bormir82"	"F"	4.33	3.25	171.4	192.2	71.5	85.7	19	33	-1.22001852776949	1.79459958731036	-0.898259789235337	0.370782893323541	-1.30392224820486	1.08407489240288
1.001	"Elijak78"	"Svoale85|Elijak78"	"body.form"	"R00194"	"Svoale85"	"Elijak78"	"F"	2.91	5.29	170.9	175.7	67.9	78.6	31	37	-1.29248530938199	-0.596804205902026	-1.21998892002491	-0.263738447955899	0.742932443744628	1.76635978971937
1.323	"Podjak84"	"Dusrad95|Podjak84"	"body.form"	"R00194"	"Dusrad95"	"Podjak84"	"F"	3.02	4.5	187.9	185.9	75.8	79.4	21	31	1.17138526544289	0.881518138992905	-0.51397221634779	-0.192243085558215	-0.96277979954661	0.742932443744628
5.404	"jakkre91"	"jakkre91|Kovjan85"	"body.form"	"R00197"	"jakkre91"	"Kovjan85"	"F"	3.59	4.51	187.7	173.6	108.6	92	25	32	1.14239855279789	-0.901164688674511	2.41733764195722	0.933808872205296	-0.280494902230115	0.913503668073752
2.301	"Vavit89"	"Vavit89|Fajjan99"	"body.form"	"R00197"	"Vavit89"	"Fajjan99"	"F"	5.49	2.86	177.5	186.2	78.9	78.5	26	18	-0.335923792097037	0.9249982079604	-0.236927687056767	-0.272675368255609	-0.109923677900991	-1.47449347253398
3.034	"Dvodav92"	"Dvodav92|Durmic90"	"body.form"	"R00197"	"Dvodav92"	"Durmic90"	"F"	5.08	3.15	167.7	173.7	65.5	71.9	24	25	-1.75627271170197	-0.886671332352012	-1.43447500721796	-0.862512108036495	-0.451066126559239	-0.280494902230115
3.402	"Dvodav92"	"Kvatom96|Dvodav92"	"body.form"	"R00197"	"Kvatom96"	"Dvodav92"	"F"	4.33	5.08	171.4	167.7	71.5	65.5	19	24	-1.22001852776949	-1.75627271170197	-0.898259789235337	-1.43447500721796	-1.30392224820486	-0.451066126559239
10.129	"Hravoj97"	"Fajjan99|Hravoj97"	"body.form"	"R00197"	"Fajjan99"	"Hravoj97"	"F"	2.86	4.97	186.2	177.1	78.5	80.1	18	19	0.9249982079604	-0.393897217387035	-0.272675368255609	-0.129684643460243	-1.47449347253398	-1.30392224820486
3.746	"Knaada85"	"stanik99|Knaada85"	"body.form"	"R00197"	"stanik99"	"Knaada85"	"F"	4.9	4.21	174	190.3	92.3	89	18	30	-0.843191263384513	1.51922581718287	0.960619633104427	0.665701263213984	-1.47449347253398	0.572361219415504
