"time"	"choice"	"pair"	"task"	"rater"	"IDl"	"IDr"	"sex"	"ratingl"	"ratingr"	"heightl"	"heightr"	"weightl"	"weightr"	"agel"	"ager"	"heightsl"	"heightsr"	"weightsl"	"weightsr"	"agesl"	"agesr"
2.846	"Miljir90"	"Trlmar94|Miljir90"	"body.form"	"R00004"	"Trlmar94"	"Miljir90"	"F"	4.99	5.41	183.5	177.8	85.2	79.2	22	27	0.533677587252921	-0.292443723129538	0.326098291824989	-0.210116926157636	-0.792208575217486	0.0606475464281327
8.124	"Bormir82"	"Bormir82|Hormic89"	"body.form"	"R00007"	"Bormir82"	"Hormic89"	"F"	3.25	3.45	192.2	172	85.7	73.6	33	27	1.79459958731036	-1.1330583898345	0.370782893323541	-0.710584462941419	1.08407489240288	0.0606475464281327
6.301	"Jankov90"	"Jurmar88|Jankov90"	"body.form"	"R00007"	"Jurmar88"	"Jankov90"	"F"	2.75	3.79	164.7	173	60.6	71.4	28	26	-2.19107340137695	-0.988124826609506	-1.87238410190377	-0.907196709535047	0.231218770757256	-0.109923677900991
9.985	"Knaada85"	"Knaada85|Trlmar94"	"body.form"	"R00007"	"Knaada85"	"Trlmar94"	"F"	4.21	4.99	190.3	183.5	89	85.2	30	22	1.51922581718287	0.533677587252921	0.665701263213984	0.326098291824989	0.572361219415504	-0.792208575217486
2.107	"Bormir82"	"Bormir82|Zamdan92"	"body.form"	"R00007"	"Bormir82"	"Zamdan92"	"F"	3.25	3	192.2	175	85.7	68	33	23	1.79459958731036	-0.69825770015952	0.370782893323541	-1.2110519997252	1.08407489240288	-0.621637350888362
2.556	"stanik99"	"Balond96|stanik99"	"body.form"	"R00007"	"Balond96"	"stanik99"	"F"	1.99	4.9	180.8	174	73.5	92.3	20	18	0.142356966545441	-0.843191263384513	-0.719521383241129	0.960619633104427	-1.13335102387573	-1.47449347253398
1.552	"Cesdan78"	"Cesdan78|Zamdan92"	"body.form"	"R00007"	"Cesdan78"	"Zamdan92"	"F"	5.97	3	183.3	175	94.8	68	38	23	0.504690874607924	-0.69825770015952	1.18404264059719	-1.2110519997252	1.93693101404849	-0.621637350888362
2.857	"Cesdan78"	"Cesdan78|Slojan94"	"body.form"	"R00007"	"Cesdan78"	"Slojan94"	"F"	5.97	4.9	183.3	178	94.8	76.9	38	22	0.504690874607924	-0.263457010484541	1.18404264059719	-0.415666093050975	1.93693101404849	-0.792208575217486
8.73	"Lejtom94"	"Lejtom94|Fajjan99"	"body.form"	"R00007"	"Lejtom94"	"Fajjan99"	"F"	4.4	2.86	183	186.2	86.6	78.5	21	18	0.461210805640424	0.9249982079604	0.451215176020934	-0.272675368255609	-0.96277979954661	-1.47449347253398
5.25	"Holzde94"	"Holzde94|Dusrad95"	"body.form"	"R00007"	"Holzde94"	"Dusrad95"	"F"	2.35	3.02	193.4	187.9	96.2	75.8	22	21	1.96851986318035	1.17138526544289	1.30915952479313	-0.51397221634779	-0.792208575217486	-0.96277979954661
5.663	"Schvac86"	"Schvac86|Hnukar88"	"body.form"	"R00007"	"Schvac86"	"Hnukar88"	"F"	3.81	3.34	187.6	178.4	74.7	70.6	29	28	1.12790519647539	-0.205483585194543	-0.612278339644604	-0.978692071932731	0.40178999508638	0.231218770757256
1.846	"Cesdan78"	"Cesdan78|Mibdav96"	"body.form"	"R00007"	"Cesdan78"	"Mibdav96"	"F"	5.97	4.56	183.3	172	94.8	65.6	38	20	0.504690874607924	-1.1330583898345	1.18404264059719	-1.42553808691825	1.93693101404849	-1.13335102387573
4.891	"jakkre91"	"Holvac92|jakkre91"	"body.form"	"R00007"	"Holvac92"	"jakkre91"	"F"	5.41	3.59	184.3	187.7	84.4	108.6	23	25	0.649624437832917	1.14239855279789	0.254602929427306	2.41733764195722	-0.621637350888362	-0.280494902230115
1.466	"janbal79"	"Balatt81|janbal79"	"body.form"	"R00007"	"Balatt81"	"janbal79"	"F"	5.59	4.65	172.4	187.7	81.1	93.1	34	37	-1.0750849645445	1.14239855279789	-0.0403154404631386	1.03211499550211	1.254646116732	1.76635978971937
1.315	"stanik99"	"Durmic90|stanik99"	"body.form"	"R00007"	"Durmic90"	"stanik99"	"F"	3.15	4.9	173.7	174	71.9	92.3	25	18	-0.886671332352012	-0.843191263384513	-0.862512108036495	0.960619633104427	-0.280494902230115	-1.47449347253398
5.138	"Ledzde83"	"Ledzde83|Mibdav96"	"body.form"	"R00007"	"Ledzde83"	"Mibdav96"	"F"	6.49	4.56	186.5	172	112.4	65.6	33	20	0.9684782769279	-1.1330583898345	2.75694061334622	-1.42553808691825	1.08407489240288	-1.13335102387573
2.201	"Hravoj97"	"Lehpet88|Hravoj97"	"body.form"	"R00007"	"Lehpet88"	"Hravoj97"	"F"	4.45	4.97	176.4	177.1	74.8	80.1	29	19	-0.495350711644529	-0.393897217387035	-0.603341419344894	-0.129684643460243	0.40178999508638	-1.30392224820486
7.59	"Podjak84"	"Schvac86|Podjak84"	"body.form"	"R00007"	"Schvac86"	"Podjak84"	"F"	3.81	4.5	187.6	185.9	74.7	79.4	29	31	1.12790519647539	0.881518138992905	-0.612278339644604	-0.192243085558215	0.40178999508638	0.742932443744628
2.501	"Balatt81"	"Kovjan85|Balatt81"	"body.form"	"R00007"	"Kovjan85"	"Balatt81"	"F"	4.51	5.59	173.6	172.4	92	81.1	32	34	-0.901164688674511	-1.0750849645445	0.933808872205296	-0.0403154404631386	0.913503668073752	1.254646116732
2.774	"Holvac92"	"Podjak84|Holvac92"	"body.form"	"R00007"	"Podjak84"	"Holvac92"	"F"	4.5	5.41	185.9	184.3	79.4	84.4	31	23	0.881518138992905	0.649624437832917	-0.192243085558215	0.254602929427306	0.742932443744628	-0.621637350888362
1.429	"Vavit89"	"Vavit89|Kovjan85"	"body.form"	"R00007"	"Vavit89"	"Kovjan85"	"F"	5.49	4.51	177.5	173.6	78.9	92	26	32	-0.335923792097037	-0.901164688674511	-0.236927687056767	0.933808872205296	-0.109923677900991	0.913503668073752
3.486	"Peltom81"	"Knaada85|Peltom81"	"body.form"	"R00007"	"Knaada85"	"Peltom81"	"F"	4.21	5.61	190.3	186	89	98.8	30	35	1.51922581718287	0.896011495315403	0.665701263213984	1.5415194525856	0.572361219415504	1.42521734106112
1.153	"Miljir90"	"Miljir90|Dusrad95"	"body.form"	"R00007"	"Miljir90"	"Dusrad95"	"F"	5.41	3.02	177.8	187.9	79.2	75.8	27	21	-0.292443723129538	1.17138526544289	-0.210116926157636	-0.51397221634779	0.0606475464281327	-0.96277979954661
3.457	"Schvac86"	"Schvac86|Fajjan99"	"body.form"	"R00007"	"Schvac86"	"Fajjan99"	"F"	3.81	2.86	187.6	186.2	74.7	78.5	29	18	1.12790519647539	0.9249982079604	-0.612278339644604	-0.272675368255609	0.40178999508638	-1.47449347253398
2.979	"Beljak94"	"Svoale85|Beljak94"	"body.form"	"R00007"	"Svoale85"	"Beljak94"	"F"	2.91	3.54	170.9	190.5	67.9	86.7	31	22	-1.29248530938199	1.54821252982787	-1.21998892002491	0.460152096320645	0.742932443744628	-0.792208575217486
3.822	"Holvac92"	"Bormir82|Holvac92"	"body.form"	"R00007"	"Bormir82"	"Holvac92"	"F"	3.25	5.41	192.2	184.3	85.7	84.4	33	23	1.79459958731036	0.649624437832917	0.370782893323541	0.254602929427306	1.08407489240288	-0.621637350888362
4.9	"Holvac92"	"Holvac92|Bormir82"	"body.form"	"R00007"	"Holvac92"	"Bormir82"	"F"	5.41	3.25	184.3	192.2	84.4	85.7	23	33	0.649624437832917	1.79459958731036	0.254602929427306	0.370782893323541	-0.621637350888362	1.08407489240288
1.064	"Peltom81"	"stanik99|Peltom81"	"body.form"	"R00007"	"stanik99"	"Peltom81"	"F"	4.9	5.61	174	186	92.3	98.8	18	35	-0.843191263384513	0.896011495315403	0.960619633104427	1.5415194525856	-1.47449347253398	1.42521734106112
8.019	"Kvatom96"	"Jankov90|Kvatom96"	"body.form"	"R00007"	"Jankov90"	"Kvatom96"	"F"	3.79	4.33	173	171.4	71.4	71.5	26	19	-0.988124826609506	-1.22001852776949	-0.907196709535047	-0.898259789235337	-0.109923677900991	-1.30392224820486
3.413	"Peltom81"	"Peltom81|Holzde94"	"body.form"	"R00007"	"Peltom81"	"Holzde94"	"F"	5.61	2.35	186	193.4	98.8	96.2	35	22	0.896011495315403	1.96851986318035	1.5415194525856	1.30915952479313	1.42521734106112	-0.792208575217486
4.439	"Podjak84"	"Salpav84|Podjak84"	"body.form"	"R00007"	"Salpav84"	"Podjak84"	"F"	3.23	4.5	187.2	185.9	88.3	79.4	32	31	1.06993177118539	0.881518138992905	0.603142821116011	-0.192243085558215	0.913503668073752	0.742932443744628
5.851	"Podjak84"	"Hravoj97|Podjak84"	"body.form"	"R00008"	"Hravoj97"	"Podjak84"	"M"	4.97	4.5	177.1	185.9	80.1	79.4	19	31	-0.393897217387035	0.881518138992905	-0.129684643460243	-0.192243085558215	-1.30392224820486	0.742932443744628
1.242	"Balatt81"	"Balatt81|Elijak78"	"body.form"	"R00008"	"Balatt81"	"Elijak78"	"M"	5.59	5.29	172.4	175.7	81.1	78.6	34	37	-1.0750849645445	-0.596804205902026	-0.0403154404631386	-0.263738447955899	1.254646116732	1.76635978971937
1.8	"Vavit89"	"Balatt81|Vavit89"	"body.form"	"R00008"	"Balatt81"	"Vavit89"	"M"	5.59	5.49	172.4	177.5	81.1	78.9	34	26	-1.0750849645445	-0.335923792097037	-0.0403154404631386	-0.236927687056767	1.254646116732	-0.109923677900991
1.086	"Peltom81"	"Peltom81|Balond96"	"body.form"	"R00008"	"Peltom81"	"Balond96"	"M"	5.61	1.99	186	180.8	98.8	73.5	35	20	0.896011495315403	0.142356966545441	1.5415194525856	-0.719521383241129	1.42521734106112	-1.13335102387573
2.594	"Peltom81"	"Peltom81|Ondpet80"	"body.form"	"R00008"	"Peltom81"	"Ondpet80"	"M"	5.61	5.03	186	183.4	98.8	98.7	35	36	0.896011495315403	0.519184230930422	1.5415194525856	1.53258253228589	1.42521734106112	1.59578856539025
0.918	"Miljir90"	"Dvodav92|Miljir90"	"body.form"	"R00008"	"Dvodav92"	"Miljir90"	"M"	5.08	5.41	167.7	177.8	65.5	79.2	24	27	-1.75627271170197	-0.292443723129538	-1.43447500721796	-0.210116926157636	-0.451066126559239	0.0606475464281327
2.594	"Svajak84"	"Svajak84|Jankov90"	"body.form"	"R00008"	"Svajak84"	"Jankov90"	"M"	3.09	3.79	179.4	173	68.7	71.4	31	26	-0.0605500219695497	-0.988124826609506	-1.14849355762723	-0.907196709535047	0.742932443744628	-0.109923677900991
2.818	"Trlmar94"	"Trlmar94|Holvac92"	"body.form"	"R00008"	"Trlmar94"	"Holvac92"	"M"	4.99	5.41	183.5	184.3	85.2	84.4	22	23	0.533677587252921	0.649624437832917	0.326098291824989	0.254602929427306	-0.792208575217486	-0.621637350888362
1.279	"Fajjan99"	"Staond81|Fajjan99"	"body.form"	"R00008"	"Staond81"	"Fajjan99"	"M"	4.13	2.86	175.3	186.2	84	78.5	35	18	-0.65477763119202	0.9249982079604	0.218855248228464	-0.272675368255609	1.42521734106112	-1.47449347253398
1.202	"Balatt81"	"Balatt81|Svajak84"	"body.form"	"R00008"	"Balatt81"	"Svajak84"	"M"	5.59	3.09	172.4	179.4	81.1	68.7	34	31	-1.0750849645445	-0.0605500219695497	-0.0403154404631386	-1.14849355762723	1.254646116732	0.742932443744628
1.267	"Elijak78"	"Elijak78|Balatt81"	"body.form"	"R00008"	"Elijak78"	"Balatt81"	"M"	5.29	5.59	175.7	172.4	78.6	81.1	37	34	-0.596804205902026	-1.0750849645445	-0.263738447955899	-0.0403154404631386	1.76635978971937	1.254646116732
0.919	"Elijak78"	"Smimar96|Elijak78"	"body.form"	"R00008"	"Smimar96"	"Elijak78"	"M"	4.46	5.29	180.5	175.7	77.2	78.6	21	37	0.0988768975779417	-0.596804205902026	-0.388855332151844	-0.263738447955899	-0.96277979954661	1.76635978971937
1.094	"Knaada85"	"Trlmar94|Knaada85"	"body.form"	"R00008"	"Trlmar94"	"Knaada85"	"M"	4.99	4.21	183.5	190.3	85.2	89	22	30	0.533677587252921	1.51922581718287	0.326098291824989	0.665701263213984	-0.792208575217486	0.572361219415504
1.575	"Tanske91"	"Elijak78|Tanske91"	"body.form"	"R00008"	"Elijak78"	"Tanske91"	"M"	5.29	4.65	175.7	178.2	78.6	84.7	37	24	-0.596804205902026	-0.234470297839544	-0.263738447955899	0.281413690326437	1.76635978971937	-0.451066126559239
0.883	"Fajjan99"	"Schvac86|Fajjan99"	"body.form"	"R00008"	"Schvac86"	"Fajjan99"	"M"	3.81	2.86	187.6	186.2	74.7	78.5	29	18	1.12790519647539	0.9249982079604	-0.612278339644604	-0.272675368255609	0.40178999508638	-1.47449347253398
0.932	"Peltom81"	"Slojan94|Peltom81"	"body.form"	"R00008"	"Slojan94"	"Peltom81"	"M"	4.9	5.61	178	186	76.9	98.8	22	35	-0.263457010484541	0.896011495315403	-0.415666093050975	1.5415194525856	-0.792208575217486	1.42521734106112
0.982	"Dvodav92"	"Dvodav92|Lehpet88"	"body.form"	"R00008"	"Dvodav92"	"Lehpet88"	"M"	5.08	4.45	167.7	176.4	65.5	74.8	24	29	-1.75627271170197	-0.495350711644529	-1.43447500721796	-0.603341419344894	-0.451066126559239	0.40178999508638
1.097	"Tanske91"	"Tanske91|Staond81"	"body.form"	"R00008"	"Tanske91"	"Staond81"	"M"	4.65	4.13	178.2	175.3	84.7	84	24	35	-0.234470297839544	-0.65477763119202	0.281413690326437	0.218855248228464	-0.451066126559239	1.42521734106112
1.683	"Maljan91"	"Maljan91|Lejtom94"	"body.form"	"R00008"	"Maljan91"	"Lejtom94"	"M"	6.06	4.4	179	183	83	86.6	24	21	-0.118523447259548	0.461210805640424	0.12948604523136	0.451215176020934	-0.451066126559239	-0.96277979954661
1.096	"Dvodav92"	"Svoale85|Dvodav92"	"body.form"	"R00008"	"Svoale85"	"Dvodav92"	"M"	2.91	5.08	170.9	167.7	67.9	65.5	31	24	-1.29248530938199	-1.75627271170197	-1.21998892002491	-1.43447500721796	0.742932443744628	-0.451066126559239
2.23	"Ondpet80"	"Lehpet88|Ondpet80"	"body.form"	"R00008"	"Lehpet88"	"Ondpet80"	"M"	4.45	5.03	176.4	183.4	74.8	98.7	29	36	-0.495350711644529	0.519184230930422	-0.603341419344894	1.53258253228589	0.40178999508638	1.59578856539025
0.762	"Ledzde83"	"Svoale85|Ledzde83"	"body.form"	"R00008"	"Svoale85"	"Ledzde83"	"M"	2.91	6.49	170.9	186.5	67.9	112.4	31	33	-1.29248530938199	0.9684782769279	-1.21998892002491	2.75694061334622	0.742932443744628	1.08407489240288
0.997	"Hormic89"	"Hormic89|Svajak84"	"body.form"	"R00008"	"Hormic89"	"Svajak84"	"M"	3.45	3.09	172	179.4	73.6	68.7	27	31	-1.1330583898345	-0.0605500219695497	-0.710584462941419	-1.14849355762723	0.0606475464281327	0.742932443744628
0.963	"Jurmar88"	"Jurmar88|Zamdan92"	"body.form"	"R00008"	"Jurmar88"	"Zamdan92"	"M"	2.75	3	164.7	175	60.6	68	28	23	-2.19107340137695	-0.69825770015952	-1.87238410190377	-1.2110519997252	0.231218770757256	-0.621637350888362
0.997	"stanik99"	"Lehpet88|stanik99"	"body.form"	"R00008"	"Lehpet88"	"stanik99"	"M"	4.45	4.9	176.4	174	74.8	92.3	29	18	-0.495350711644529	-0.843191263384513	-0.603341419344894	0.960619633104427	0.40178999508638	-1.47449347253398
1.144	"Vavit89"	"Vavit89|Staond81"	"body.form"	"R00008"	"Vavit89"	"Staond81"	"M"	5.49	4.13	177.5	175.3	78.9	84	26	35	-0.335923792097037	-0.65477763119202	-0.236927687056767	0.218855248228464	-0.109923677900991	1.42521734106112
0.787	"Podjak84"	"Podjak84|Jurmar88"	"body.form"	"R00008"	"Podjak84"	"Jurmar88"	"M"	4.5	2.75	185.9	164.7	79.4	60.6	31	28	0.881518138992905	-2.19107340137695	-0.192243085558215	-1.87238410190377	0.742932443744628	0.231218770757256
0.953	"Podjak84"	"Podjak84|Balond96"	"body.form"	"R00008"	"Podjak84"	"Balond96"	"M"	4.5	1.99	185.9	180.8	79.4	73.5	31	20	0.881518138992905	0.142356966545441	-0.192243085558215	-0.719521383241129	0.742932443744628	-1.13335102387573
0.931	"Cesdan78"	"Cesdan78|stanik99"	"body.form"	"R00008"	"Cesdan78"	"stanik99"	"M"	5.97	4.9	183.3	174	94.8	92.3	38	18	0.504690874607924	-0.843191263384513	1.18404264059719	0.960619633104427	1.93693101404849	-1.47449347253398
0.775	"stanik99"	"stanik99|Hudjan95"	"body.form"	"R00008"	"stanik99"	"Hudjan95"	"M"	4.9	5.5	174	175.7	92.3	76.2	18	21	-0.843191263384513	-0.596804205902026	0.960619633104427	-0.478224535148948	-1.47449347253398	-0.96277979954661
6.599	"Ledzde83"	"Ledzde83|Elijak78"	"body.form"	"R00011"	"Ledzde83"	"Elijak78"	"F"	6.49	5.29	186.5	175.7	112.4	78.6	33	37	0.9684782769279	-0.596804205902026	2.75694061334622	-0.263738447955899	1.08407489240288	1.76635978971937
4.541	"stanik99"	"stanik99|Dusrad95"	"body.form"	"R00011"	"stanik99"	"Dusrad95"	"F"	4.9	3.02	174	187.9	92.3	75.8	18	21	-0.843191263384513	1.17138526544289	0.960619633104427	-0.51397221634779	-1.47449347253398	-0.96277979954661
8.596	"Durmic90"	"Durmic90|Hnukar88"	"body.form"	"R00011"	"Durmic90"	"Hnukar88"	"F"	3.15	3.34	173.7	178.4	71.9	70.6	25	28	-0.886671332352012	-0.205483585194543	-0.862512108036495	-0.978692071932731	-0.280494902230115	0.231218770757256
9.682	"Dvodav92"	"Dvodav92|Salpav84"	"body.form"	"R00011"	"Dvodav92"	"Salpav84"	"F"	5.08	3.23	167.7	187.2	65.5	88.3	24	32	-1.75627271170197	1.06993177118539	-1.43447500721796	0.603142821116011	-0.451066126559239	0.913503668073752
11.428	"Hravoj97"	"Staond81|Hravoj97"	"body.form"	"R00011"	"Staond81"	"Hravoj97"	"F"	4.13	4.97	175.3	177.1	84	80.1	35	19	-0.65477763119202	-0.393897217387035	0.218855248228464	-0.129684643460243	1.42521734106112	-1.30392224820486
3.342	"Vavit89"	"Schvac86|Vavit89"	"body.form"	"R00011"	"Schvac86"	"Vavit89"	"F"	3.81	5.49	187.6	177.5	74.7	78.9	29	26	1.12790519647539	-0.335923792097037	-0.612278339644604	-0.236927687056767	0.40178999508638	-0.109923677900991
4.908	"Mibdav96"	"Mibdav96|Holzde94"	"body.form"	"R00011"	"Mibdav96"	"Holzde94"	"F"	4.56	2.35	172	193.4	65.6	96.2	20	22	-1.1330583898345	1.96851986318035	-1.42553808691825	1.30915952479313	-1.13335102387573	-0.792208575217486
7.864	"Hravoj97"	"Salpav84|Hravoj97"	"body.form"	"R00011"	"Salpav84"	"Hravoj97"	"F"	3.23	4.97	187.2	177.1	88.3	80.1	32	19	1.06993177118539	-0.393897217387035	0.603142821116011	-0.129684643460243	0.913503668073752	-1.30392224820486
2.207	"Hudjan95"	"Hnukar88|Hudjan95"	"body.form"	"R00011"	"Hnukar88"	"Hudjan95"	"F"	3.34	5.5	178.4	175.7	70.6	76.2	28	21	-0.205483585194543	-0.596804205902026	-0.978692071932731	-0.478224535148948	0.231218770757256	-0.96277979954661
4.136	"Trlmar94"	"Trlmar94|Svoale85"	"body.form"	"R00011"	"Trlmar94"	"Svoale85"	"F"	4.99	2.91	183.5	170.9	85.2	67.9	22	31	0.533677587252921	-1.29248530938199	0.326098291824989	-1.21998892002491	-0.792208575217486	0.742932443744628
9.401	"janbal79"	"janbal79|Jankov90"	"body.form"	"R00011"	"janbal79"	"Jankov90"	"F"	4.65	3.79	187.7	173	93.1	71.4	37	26	1.14239855279789	-0.988124826609506	1.03211499550211	-0.907196709535047	1.76635978971937	-0.109923677900991
1.836	"Peltom81"	"Durmic90|Peltom81"	"body.form"	"R00011"	"Durmic90"	"Peltom81"	"F"	3.15	5.61	173.7	186	71.9	98.8	25	35	-0.886671332352012	0.896011495315403	-0.862512108036495	1.5415194525856	-0.280494902230115	1.42521734106112
1.692	"Cesdan78"	"Cesdan78|Balond96"	"body.form"	"R00011"	"Cesdan78"	"Balond96"	"F"	5.97	1.99	183.3	180.8	94.8	73.5	38	20	0.504690874607924	0.142356966545441	1.18404264059719	-0.719521383241129	1.93693101404849	-1.13335102387573
1.619	"Ledzde83"	"Ledzde83|Hnukar88"	"body.form"	"R00011"	"Ledzde83"	"Hnukar88"	"F"	6.49	3.34	186.5	178.4	112.4	70.6	33	28	0.9684782769279	-0.205483585194543	2.75694061334622	-0.978692071932731	1.08407489240288	0.231218770757256
1.987	"Maljan91"	"Kovjan85|Maljan91"	"body.form"	"R00011"	"Kovjan85"	"Maljan91"	"F"	4.51	6.06	173.6	179	92	83	32	24	-0.901164688674511	-0.118523447259548	0.933808872205296	0.12948604523136	0.913503668073752	-0.451066126559239
6.871	"Staond81"	"Mibdav96|Staond81"	"body.form"	"R00011"	"Mibdav96"	"Staond81"	"F"	4.56	4.13	172	175.3	65.6	84	20	35	-1.1330583898345	-0.65477763119202	-1.42553808691825	0.218855248228464	-1.13335102387573	1.42521734106112
2.701	"Zamdan92"	"Jankov90|Zamdan92"	"body.form"	"R00011"	"Jankov90"	"Zamdan92"	"F"	3.79	3	173	175	71.4	68	26	23	-0.988124826609506	-0.69825770015952	-0.907196709535047	-1.2110519997252	-0.109923677900991	-0.621637350888362
12.615	"Kuzmat95"	"Lehpet88|Kuzmat95"	"body.form"	"R00011"	"Lehpet88"	"Kuzmat95"	"F"	4.45	5	176.4	175	74.8	85.1	29	20	-0.495350711644529	-0.69825770015952	-0.603341419344894	0.317161371525278	0.40178999508638	-1.13335102387573
4.127	"Peltom81"	"Peltom81|Hormic89"	"body.form"	"R00011"	"Peltom81"	"Hormic89"	"F"	5.61	3.45	186	172	98.8	73.6	35	27	0.896011495315403	-1.1330583898345	1.5415194525856	-0.710584462941419	1.42521734106112	0.0606475464281327
5.428	"Podjak84"	"jakkre91|Podjak84"	"body.form"	"R00011"	"jakkre91"	"Podjak84"	"F"	3.59	4.5	187.7	185.9	108.6	79.4	25	31	1.14239855279789	0.881518138992905	2.41733764195722	-0.192243085558215	-0.280494902230115	0.742932443744628
6.893	"Balatt81"	"Balatt81|stanik99"	"body.form"	"R00011"	"Balatt81"	"stanik99"	"F"	5.59	4.9	172.4	174	81.1	92.3	34	18	-1.0750849645445	-0.843191263384513	-0.0403154404631386	0.960619633104427	1.254646116732	-1.47449347253398
2.125	"Ondpet80"	"Bormir82|Ondpet80"	"body.form"	"R00011"	"Bormir82"	"Ondpet80"	"F"	3.25	5.03	192.2	183.4	85.7	98.7	33	36	1.79459958731036	0.519184230930422	0.370782893323541	1.53258253228589	1.08407489240288	1.59578856539025
2.703	"Knaada85"	"Knaada85|Ondpet80"	"body.form"	"R00011"	"Knaada85"	"Ondpet80"	"F"	4.21	5.03	190.3	183.4	89	98.7	30	36	1.51922581718287	0.519184230930422	0.665701263213984	1.53258253228589	0.572361219415504	1.59578856539025
2.208	"Holvac92"	"Holvac92|Hudjan95"	"body.form"	"R00011"	"Holvac92"	"Hudjan95"	"F"	5.41	5.5	184.3	175.7	84.4	76.2	23	21	0.649624437832917	-0.596804205902026	0.254602929427306	-0.478224535148948	-0.621637350888362	-0.96277979954661
2.078	"Ledzde83"	"Ledzde83|Holzde94"	"body.form"	"R00011"	"Ledzde83"	"Holzde94"	"F"	6.49	2.35	186.5	193.4	112.4	96.2	33	22	0.9684782769279	1.96851986318035	2.75694061334622	1.30915952479313	1.08407489240288	-0.792208575217486
13.811	"janbal79"	"Ondpet80|janbal79"	"body.form"	"R00011"	"Ondpet80"	"janbal79"	"F"	5.03	4.65	183.4	187.7	98.7	93.1	36	37	0.519184230930422	1.14239855279789	1.53258253228589	1.03211499550211	1.59578856539025	1.76635978971937
2.189	"Cesdan78"	"Cesdan78|Lehpet88"	"body.form"	"R00011"	"Cesdan78"	"Lehpet88"	"F"	5.97	4.45	183.3	176.4	94.8	74.8	38	29	0.504690874607924	-0.495350711644529	1.18404264059719	-0.603341419344894	1.93693101404849	0.40178999508638
2.349	"Vavit89"	"Vavit89|Ondpet80"	"body.form"	"R00011"	"Vavit89"	"Ondpet80"	"F"	5.49	5.03	177.5	183.4	78.9	98.7	26	36	-0.335923792097037	0.519184230930422	-0.236927687056767	1.53258253228589	-0.109923677900991	1.59578856539025
2.27	"Slojan94"	"Slojan94|Trlmar94"	"body.form"	"R00011"	"Slojan94"	"Trlmar94"	"F"	4.9	4.99	178	183.5	76.9	85.2	22	22	-0.263457010484541	0.533677587252921	-0.415666093050975	0.326098291824989	-0.792208575217486	-0.792208575217486
1.823	"Ledzde83"	"Ledzde83|Jankov90"	"body.form"	"R00011"	"Ledzde83"	"Jankov90"	"F"	6.49	3.79	186.5	173	112.4	71.4	33	26	0.9684782769279	-0.988124826609506	2.75694061334622	-0.907196709535047	1.08407489240288	-0.109923677900991
1.786	"Dusrad95"	"Dusrad95|jakkre91"	"body.form"	"R00014"	"Dusrad95"	"jakkre91"	"M"	3.02	3.59	187.9	187.7	75.8	108.6	21	25	1.17138526544289	1.14239855279789	-0.51397221634779	2.41733764195722	-0.96277979954661	-0.280494902230115
2.259	"Ledzde83"	"Ledzde83|Schvac86"	"body.form"	"R00014"	"Ledzde83"	"Schvac86"	"M"	6.49	3.81	186.5	187.6	112.4	74.7	33	29	0.9684782769279	1.12790519647539	2.75694061334622	-0.612278339644604	1.08407489240288	0.40178999508638
1.127	"Schvac86"	"janbal79|Schvac86"	"body.form"	"R00014"	"janbal79"	"Schvac86"	"M"	4.65	3.81	187.7	187.6	93.1	74.7	37	29	1.14239855279789	1.12790519647539	1.03211499550211	-0.612278339644604	1.76635978971937	0.40178999508638
1.848	"Cesdan78"	"Schvac86|Cesdan78"	"body.form"	"R00014"	"Schvac86"	"Cesdan78"	"M"	3.81	5.97	187.6	183.3	74.7	94.8	29	38	1.12790519647539	0.504690874607924	-0.612278339644604	1.18404264059719	0.40178999508638	1.93693101404849
5.101	"Ledzde83"	"Ledzde83|Hormic89"	"body.form"	"R00014"	"Ledzde83"	"Hormic89"	"M"	6.49	3.45	186.5	172	112.4	73.6	33	27	0.9684782769279	-1.1330583898345	2.75694061334622	-0.710584462941419	1.08407489240288	0.0606475464281327
24.142	"Dusrad95"	"Balond96|Dusrad95"	"body.form"	"R00014"	"Balond96"	"Dusrad95"	"M"	1.99	3.02	180.8	187.9	73.5	75.8	20	21	0.142356966545441	1.17138526544289	-0.719521383241129	-0.51397221634779	-1.13335102387573	-0.96277979954661
1.461	"Vavit89"	"Vavit89|Hormic89"	"body.form"	"R00014"	"Vavit89"	"Hormic89"	"M"	5.49	3.45	177.5	172	78.9	73.6	26	27	-0.335923792097037	-1.1330583898345	-0.236927687056767	-0.710584462941419	-0.109923677900991	0.0606475464281327
5.487	"janbal79"	"Kovjan85|janbal79"	"body.form"	"R00014"	"Kovjan85"	"janbal79"	"M"	4.51	4.65	173.6	187.7	92	93.1	32	37	-0.901164688674511	1.14239855279789	0.933808872205296	1.03211499550211	0.913503668073752	1.76635978971937
2.828	"Smimar96"	"Smimar96|Trlmar94"	"body.form"	"R00014"	"Smimar96"	"Trlmar94"	"M"	4.46	4.99	180.5	183.5	77.2	85.2	21	22	0.0988768975779417	0.533677587252921	-0.388855332151844	0.326098291824989	-0.96277979954661	-0.792208575217486
2.95	"Smimar96"	"Knaada85|Smimar96"	"body.form"	"R00014"	"Knaada85"	"Smimar96"	"M"	4.21	4.46	190.3	180.5	89	77.2	30	21	1.51922581718287	0.0988768975779417	0.665701263213984	-0.388855332151844	0.572361219415504	-0.96277979954661
